ORDERNUMBER,QUANTITYORDERED,PRICEEACH,ORDERLINENUMBER,ORDERDATETIME,DELIVERYDATETIME,STATUS,PRODUCTLINE,CITY,STATE,POSTALCODE,COUNTRY,TERRITORY,CONTACTLASTNAME,CONTACTFIRSTNAME,DEALSIZE,Sales
10425,41,86.68,11,16-09-2014 23:57,19-09-2014 21:19,In Process,Trucks and Buses,Nantes,,44000,France,EMEA,Labrune,Janine,Medium,3553.88
10107,20,92.9,8,03-11-2012 01:48,04-11-2012 06:39,Shipped,Motorcycles,NYC,NY,10022,USA,NA,Yu,Kwai,Small,1858
10120,22,100,6,14-09-2014 01:42,15-09-2014 21:44,Shipped,Motorcycles,Melbourne,Victoria,3004,Australia,APAC,Ferguson,Peter,Small,2200
10133,23,100,1,02-06-2016 23:51,03-06-2016 23:21,Shipped,Motorcycles,Madrid,,28034,Spain,EMEA,Freyre,Diego,Small,2300
10145,33,93.9,12,30-05-2016 23:52,02-06-2016 19:06,Shipped,Motorcycles,Pasadena,CA,90003,USA,NA,Young,Julie,Medium,3098.7
10168,28,100,7,22-04-2016 00:58,24-04-2016 10:52,Shipped,Motorcycles,Burlingame,CA,94217,USA,NA,Hirano,Juri,Medium,2800
10188,44,98.89,7,08-12-2013 00:11,10-12-2013 23:54,Shipped,Motorcycles,Bergen,,N 5804,Norway,EMEA,Oeztan,Veysel,Medium,4351.16
10210,46,79.91,5,12-04-2013 00:10,13-04-2013 03:04,Shipped,Motorcycles,Osaka,Osaka,530-0003,Japan,Japan,Kentary,Mory,Medium,3675.86
10223,21,100,7,09-10-2015 00:27,09-10-2015 07:29,Shipped,Motorcycles,Melbourne,Victoria,3004,Australia,APAC,Ferguson,Peter,Small,2100
10235,41,100,1,04-10-2013 01:32,05-10-2013 18:06,Shipped,Motorcycles,Tsawassen,BC,T2F 8M4,Canada,NA,Lincoln,Elizabeth,Medium,4100
10250,31,100,2,22-01-2015 23:33,24-01-2015 16:15,Shipped,Motorcycles,San Jose,CA,94217,USA,NA,Frick,Sue,Medium,3100
10263,31,79.91,8,07-02-2014 01:43,10-02-2014 01:37,Shipped,Motorcycles,Bridgewater,CT,97562,USA,NA,King,Julie,Small,2477.21
10275,23,81.91,7,21-11-2013 22:41,24-11-2013 20:53,Shipped,Motorcycles,Nantes,,44000,France,EMEA,Labrune,Janine,Small,1883.93
10285,37,98.89,12,07-10-2014 00:44,08-10-2014 19:02,Shipped,Motorcycles,Cambridge,MA,51247,USA,NA,Hernandez,Marta,Medium,3658.93
10297,26,100,2,13-06-2014 00:53,13-06-2014 17:44,Shipped,Motorcycles,Dublin,,2,Ireland,EMEA,Cassidy,Dean,Small,2600
10308,24,79.91,5,08-07-2013 23:57,10-07-2013 08:17,Shipped,Motorcycles,White Plains,NY,24067,USA,NA,Frick,Steve,Small,1917.84
10318,47,100,7,04-06-2016 00:36,04-06-2016 17:43,Shipped,Motorcycles,Allentown,PA,70267,USA,NA,Yu,Kyung,Medium,4700
10329,45,63.91,11,02-01-2014 00:12,02-01-2014 15:08,Shipped,Motorcycles,NYC,NY,10022,USA,NA,Yu,Kwai,Small,2875.95
10340,55,100,2,16-01-2015 01:04,16-01-2015 07:03,Shipped,Motorcycles,Barcelona,,8022,Spain,EMEA,Saavedra,Eduardo,Medium,5500
10353,46,81.17,5,23-11-2013 01:11,25-11-2013 15:26,Shipped,Motorcycles,Glendale,CT,97561,USA,NA,Lewis,Dan,Medium,3733.82
10363,50,100,2,17-10-2012 00:15,19-10-2012 18:55,Shipped,Motorcycles,Espoo,,FIN-02271,Finland,EMEA,Suominen,Kalle,Medium,5000
10375,37,100,3,14-09-2014 23:47,15-09-2014 19:29,Shipped,Motorcycles,Nantes,,44000,France,EMEA,Labrune,Janine,Medium,3700
10387,44,94.9,1,08-07-2014 00:50,10-07-2014 11:17,Shipped,Motorcycles,Singapore,,79903,Singapore,Japan,Natividad,Eric,Medium,4175.6
10401,49,100,1,15-04-2015 01:24,16-04-2015 02:38,On Hold,Motorcycles,Newark,NJ,94019,USA,NA,Brown,William,Medium,4900
10416,45,100,2,06-02-2014 00:09,06-02-2014 08:55,Shipped,Motorcycles,Reggio Emilia,,42100,Italy,EMEA,Moroni,Maurizio,Medium,4500
10108,27,43.45,13,18-07-2014 22:55,20-07-2014 22:38,Shipped,Motorcycles,Makati City,,1227 MM,Philippines,Japan,Cruz,Arnold,Small,1173.15
10122,31,44.66,17,23-02-2017 00:00,23-02-2017 10:15,Shipped,Motorcycles,Marseille,,13008,France,EMEA,Lebihan,Laurence,Small,1384.46
10135,33,40.23,14,23-12-2013 01:10,25-12-2013 12:54,Shipped,Motorcycles,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Small,1327.59
10145,31,35.8,1,30-10-2013 23:38,02-11-2013 05:58,Shipped,Motorcycles,Pasadena,CA,90003,USA,NA,Young,Julie,Small,1109.8
10159,35,35.4,9,26-01-2014 01:15,28-01-2014 18:55,Shipped,Motorcycles,San Francisco,CA,,USA,NA,Brown,Julie,Small,1239
10169,26,39.83,9,05-03-2013 23:31,08-03-2013 20:08,Shipped,Motorcycles,North Sydney,NSW,2060,Australia,APAC,O'Hara,Anna,Small,1035.58
10180,34,45.46,4,06-05-2014 00:49,07-05-2014 05:16,Shipped,Motorcycles,Lille,,59000,France,EMEA,Rance,Martine,Small,1545.64
10190,46,32.99,1,18-08-2014 01:21,20-08-2014 06:23,Shipped,Motorcycles,Madrid,,28034,Spain,EMEA,Freyre,Diego,Small,1517.54
10211,41,42.24,9,26-10-2013 02:00,28-10-2013 20:23,Shipped,Motorcycles,Paris,,75016,France,EMEA,Perrier,Dominique,Small,1731.84
10224,43,39.43,2,31-05-2015 01:46,01-06-2015 22:25,Shipped,Motorcycles,Lille,,59000,France,EMEA,Rance,Martine,Small,1695.49
10237,26,40.23,2,26-08-2014 01:03,28-08-2014 17:03,Shipped,Motorcycles,NYC,NY,10022,USA,NA,Frick,Michael,Small,1045.98
10252,36,48.28,6,04-04-2014 01:19,04-04-2014 09:18,Shipped,Motorcycles,Paris,,75016,France,EMEA,Perrier,Dominique,Small,1738.08
10264,20,32.59,4,15-09-2012 00:13,16-09-2012 04:00,Shipped,Motorcycles,Boston,MA,51003,USA,NA,Yoshido,Juri,Small,651.8
10276,27,36.61,10,26-10-2014 02:07,28-10-2014 11:46,Shipped,Motorcycles,Brickhaven,MA,58339,USA,NA,Barajas,Miguel,Small,988.47
10285,37,41.03,1,06-10-2013 01:46,06-10-2013 10:59,Shipped,Motorcycles,Cambridge,MA,51247,USA,NA,Hernandez,Marta,Small,1518.11
10299,24,42.24,4,26-08-2012 00:22,28-08-2012 06:14,Shipped,Motorcycles,Helsinki,,21240,Finland,EMEA,Karttunen,Matti,Small,1013.76
10310,36,43.05,17,08-08-2017 23:20,10-08-2017 11:06,Shipped,Motorcycles,Koln,,50739,Germany,EMEA,Pfalzheim,Henriette,Small,1549.8
10319,29,38.22,5,23-04-2012 01:37,23-04-2012 08:13,Shipped,Motorcycles,NYC,NY,10022,USA,NA,Kuo,Kee,Small,1108.38
10331,28,100,3,24-11-2016 23:39,27-11-2016 20:25,Shipped,Motorcycles,Philadelphia,PA,71270,USA,NA,Hernandez,Rosa,Medium,2800
10343,29,100,5,29-09-2013 23:29,02-10-2013 09:19,Shipped,Motorcycles,Reims,,51100,France,EMEA,Henriot,Paul,Medium,2900
10355,38,39.83,10,20-06-2015 01:59,22-06-2015 15:28,Shipped,Motorcycles,Madrid,,28034,Spain,EMEA,Freyre,Diego,Small,1513.54
10364,48,48.28,1,19-10-2013 23:24,21-10-2013 23:59,Shipped,Motorcycles,Marseille,,13008,France,EMEA,Lebihan,Laurence,Small,2317.44
10378,40,82.46,1,02-07-2014 01:03,03-07-2014 04:23,Shipped,Motorcycles,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium,3298.4
10390,41,44.56,11,29-11-2012 01:29,29-11-2012 16:07,Shipped,Motorcycles,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Small,1826.96
10403,30,40.23,2,22-09-2016 00:11,24-09-2016 03:47,Shipped,Motorcycles,Liverpool,,WX1 6LT,UK,EMEA,Devon,Elizabeth,Small,1206.9
10104,35,47.62,11,07-02-2017 22:41,08-02-2017 19:48,Shipped,Trucks and Buses,Madrid,,28034,Spain,EMEA,Freyre,Diego,Small,1666.7
10114,28,55.73,2,15-05-2014 23:21,17-05-2014 13:13,Shipped,Trucks and Buses,Paris,,75012,France,EMEA,Bertrand,Marie,Small,1560.44
10127,45,51.95,13,19-04-2015 22:50,22-04-2015 11:07,Shipped,Trucks and Buses,NYC,NY,10022,USA,NA,Young,Jeff,Small,2337.75
10141,24,45.99,7,22-06-2014 00:55,22-06-2014 10:43,Shipped,Trucks and Buses,Espoo,,FIN-02271,Finland,EMEA,Suominen,Kalle,Small,1103.76
10151,41,63.85,5,06-07-2014 00:27,07-07-2014 13:22,Shipped,Trucks and Buses,Oulu,,90110,Finland,EMEA,Koskitalo,Pirkko,Small,2617.85
10165,48,45.99,14,23-09-2014 23:28,25-09-2014 08:00,Shipped,Trucks and Buses,Singapore,,79903,Singapore,Japan,Natividad,Eric,Small,2207.52
10175,50,63.31,3,27-02-2014 23:36,02-03-2014 21:28,Shipped,Trucks and Buses,London,,WX3 6FW,UK,EMEA,Brown,Ann,Medium,3165.5
10184,33,62.77,8,02-08-2013 00:34,04-08-2013 08:37,Shipped,Trucks and Buses,Sevilla,,41101,Spain,EMEA,Roel,Jose Pedro,Small,2071.41
10195,32,43.29,8,17-01-2016 00:54,17-01-2016 07:29,Shipped,Trucks and Buses,White Plains,NY,24067,USA,NA,Frick,Steve,Small,1385.28
10207,27,60.06,9,14-11-2013 02:00,16-11-2013 03:20,Shipped,Trucks and Buses,Boston,MA,51003,USA,NA,Franco,Valarie,Small,1621.62
10219,35,55.19,4,06-01-2015 00:29,06-01-2015 09:58,Shipped,Trucks and Buses,Brisbane,CA,94217,USA,NA,Taylor,Sue,Small,1931.65
10229,23,54.11,3,08-12-2014 23:15,10-12-2014 15:57,Shipped,Trucks and Buses,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Small,1244.53
10246,35,48.7,7,31-05-2014 01:04,01-06-2014 02:39,Shipped,Trucks and Buses,Madrid,,28034,Spain,EMEA,Freyre,Diego,Small,1704.5
10259,40,43.83,6,22-04-2014 00:58,24-04-2014 10:51,Shipped,Trucks and Buses,Singapore,,69045,Singapore,APAC,Victorino,Wendy,Small,1753.2
10271,35,47.62,7,30-03-2013 00:48,31-03-2013 11:41,Shipped,Trucks and Buses,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Small,1666.7
10281,31,55.19,3,24-12-2012 00:49,26-12-2012 00:33,Shipped,Trucks and Buses,Allentown,PA,70267,USA,NA,Yu,Kyung,Small,1710.89
10292,50,46.53,10,07-02-2017 23:22,10-02-2017 11:27,Shipped,Trucks and Buses,NYC,NY,10022,USA,NA,Yu,Kwai,Small,2326.5
10305,40,57.9,7,26-08-2013 00:50,27-08-2013 00:14,Shipped,Trucks and Buses,Cambridge,MA,51247,USA,NA,Hernandez,Marta,Small,2316
10313,38,45.45,1,16-04-2016 00:34,16-04-2016 17:39,Shipped,Trucks and Buses,Vancouver,BC,V3F 2K1,Canada,NA,Tannamuri,Yoshi,Small,1727.1
10325,38,100,3,08-12-2015 00:16,10-12-2015 21:03,Shipped,Trucks and Buses,Stavern,,4110,Norway,EMEA,Bergulfsen,Jonas,Large,3800
10335,40,60.6,3,27-10-2012 00:35,29-10-2012 16:46,Shipped,Trucks and Buses,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Small,2424
10349,33,46.53,1,18-06-2014 00:35,18-06-2014 05:46,Shipped,Trucks and Buses,NYC,NY,10022,USA,NA,Young,Jeff,Small,1535.49
10359,36,100,3,06-02-2016 00:54,08-02-2016 12:46,Shipped,Trucks and Buses,Reims,,51100,France,EMEA,Henriot,Paul,Medium,3600
10371,20,66.47,2,26-07-2013 00:57,28-07-2013 01:02,Shipped,Trucks and Buses,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Small,1329.4
10383,32,53.18,5,02-06-2016 00:50,04-06-2016 07:34,Shipped,Trucks and Buses,Madrid,,28034,Spain,EMEA,Freyre,Diego,Small,1701.76
10394,36,62.77,3,23-06-2014 23:56,26-06-2014 04:42,Shipped,Trucks and Buses,Madrid,,28034,Spain,EMEA,Freyre,Diego,Small,2259.72
10412,19,48.7,7,14-02-2015 23:42,15-02-2015 23:03,Shipped,Trucks and Buses,Madrid,,28034,Spain,EMEA,Freyre,Diego,Small,925.3
10425,11,43.83,6,14-01-2016 00:18,14-01-2016 14:10,In Process,Trucks and Buses,Nantes,,44000,France,EMEA,Labrune,Janine,Small,482.13
10104,49,65.87,4,06-05-2016 00:51,07-05-2016 16:44,Shipped,Trains,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium,3227.63
10116,27,63.38,1,03-06-2015 00:22,04-06-2015 02:18,Shipped,Trains,Charleroi,,B-6000,Belgium,EMEA,Cartrain,Pascale,Small,1711.26
10127,29,70.84,6,11-05-2016 00:55,12-05-2016 12:11,Shipped,Trains,NYC,NY,10022,USA,NA,Young,Jeff,Small,2054.36
10142,42,74.57,16,10-01-2017 23:28,13-01-2017 01:48,Shipped,Trains,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Medium,3131.94
10152,33,50.95,2,23-09-2016 23:52,25-09-2016 07:28,Shipped,Trains,South Brisbane,Queensland,4101,Australia,APAC,Calaghan,Tony,Small,1681.35
10165,44,53.44,7,28-03-2013 01:53,30-03-2013 00:03,Shipped,Trains,Singapore,,79903,Singapore,Japan,Natividad,Eric,Small,2351.36
10176,22,64,6,06-11-2015 23:18,07-11-2015 05:40,Shipped,Trains,Reggio Emilia,,42100,Italy,EMEA,Moroni,Maurizio,Small,1408
10184,48,50.95,1,08-11-2015 00:44,09-11-2015 13:07,Shipped,Trains,Sevilla,,41101,Spain,EMEA,Roel,Jose Pedro,Small,2445.6
10195,33,54.68,1,17-10-2015 23:20,20-10-2015 00:24,Shipped,Trains,White Plains,NY,24067,USA,NA,Frick,Steve,Small,1804.44
10207,45,56.55,2,17-01-2013 23:25,18-01-2013 16:37,Shipped,Trains,Boston,MA,51003,USA,NA,Franco,Valarie,Small,2544.75
10220,20,52.82,6,23-08-2016 01:22,24-08-2016 08:13,Shipped,Trains,Dublin,,2,Ireland,EMEA,Cassidy,Dean,Small,1056.4
10230,46,60.9,4,05-05-2016 22:36,08-05-2016 07:48,Shipped,Trains,Frankfurt,,60528,Germany,EMEA,Keitel,Roland,Small,2801.4
10247,40,49.71,6,13-08-2013 00:40,14-08-2013 03:36,Shipped,Trains,Espoo,,FIN-02271,Finland,EMEA,Suominen,Kalle,Small,1988.4
10272,45,64.63,6,17-10-2014 22:35,18-10-2014 01:38,Shipped,Trains,Allentown,PA,70267,USA,NA,Yu,Kyung,Small,2908.35
10282,36,59.65,9,13-12-2013 00:05,13-12-2013 03:09,Shipped,Trains,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Small,2147.4
10292,31,67.73,3,03-02-2014 01:54,03-02-2014 14:45,Shipped,Trains,NYC,NY,10022,USA,NA,Yu,Kwai,Small,2099.63
10306,46,50.33,17,03-03-2015 00:33,04-03-2015 06:28,Shipped,Trains,Manchester,,EC2 5NT,UK,EMEA,Ashworth,Victoria,Small,2315.18
10314,35,66.49,9,27-04-2017 23:01,28-04-2017 07:32,Shipped,Trains,Aaarhus,,8200,Denmark,EMEA,Ibsen,Palle,Small,2327.15
10325,28,100,2,15-11-2013 00:35,17-11-2013 12:46,Shipped,Trains,Stavern,,4110,Norway,EMEA,Bergulfsen,Jonas,Medium,2800
10336,31,84.71,9,21-08-2014 00:03,23-08-2014 10:15,Shipped,Trains,Paris,,75012,France,EMEA,Bertrand,Marie,Small,2626.01
10350,27,100,14,26-01-2017 23:02,29-01-2017 06:33,Shipped,Trains,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium,2700
10359,22,100,1,25-05-2015 00:58,26-05-2015 11:28,Shipped,Trains,Reims,,51100,France,EMEA,Henriot,Paul,Medium,2200
10371,30,99.55,11,06-06-2015 22:40,09-06-2015 15:54,Shipped,Trains,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Small,2986.5
10383,44,36.07,8,10-11-2012 02:07,12-11-2012 00:45,Shipped,Trains,Madrid,,28034,Spain,EMEA,Freyre,Diego,Small,1587.08
10394,30,60.28,4,16-08-2013 01:22,17-08-2013 01:10,Shipped,Trains,Madrid,,28034,Spain,EMEA,Freyre,Diego,Small,1808.4
10413,24,49.71,6,02-04-2015 00:12,02-04-2015 08:58,Shipped,Trains,Bridgewater,CT,97562,USA,NA,King,Julie,Small,1193.04
10103,45,75.63,7,20-10-2012 23:44,22-10-2012 20:02,Shipped,Trucks and Buses,Stavern,,4110,Norway,EMEA,Bergulfsen,Jonas,Medium,3403.35
10113,23,68.52,1,03-02-2014 23:01,05-02-2014 19:26,Shipped,Trucks and Buses,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Small,1575.96
10126,26,62.7,7,30-01-2013 23:40,01-02-2013 05:57,Shipped,Trucks and Buses,Madrid,,28023,Spain,EMEA,Sommer,Mart¡n,Small,1630.2
10140,28,60.76,7,27-08-2013 01:43,27-08-2013 23:11,Shipped,Trucks and Buses,Burlingame,CA,94217,USA,NA,Hirano,Juri,Small,1701.28
10150,49,58.18,4,13-05-2015 00:40,14-05-2015 15:52,Shipped,Trucks and Buses,Singapore,,79903,Singapore,Japan,Natividad,Eric,Small,2850.82
10164,49,54.94,5,17-02-2015 22:44,19-02-2015 05:09,Resolved,Trucks and Buses,Graz,,8010,Austria,EMEA,Mendel,Roland,Small,2692.06
10175,29,74.98,12,07-06-2013 01:04,09-06-2013 19:00,Shipped,Trucks and Buses,London,,WX3 6FW,UK,EMEA,Brown,Ann,Small,2174.42
10183,49,64.64,4,26-06-2014 00:25,26-06-2014 08:05,Shipped,Trucks and Buses,Philadelphia,PA,71270,USA,NA,Cervantes,Francisca,Medium,3167.36
10194,39,54.94,7,24-06-2015 00:08,25-06-2015 18:44,Shipped,Trucks and Buses,Lyon,,69004,France,EMEA,Saveley,Mary,Small,2142.66
10206,36,58.82,2,19-08-2012 01:09,21-08-2012 11:31,Shipped,Trucks and Buses,Vancouver,BC,V3F 2K1,Canada,NA,Tannamuri,Yoshi,Small,2117.52
10217,39,62.05,7,27-02-2016 01:13,27-02-2016 06:38,Shipped,Trucks and Buses,Singapore,,69045,Singapore,APAC,Victorino,Wendy,Small,2419.95
10229,30,73.04,12,24-12-2012 00:56,25-12-2012 03:09,Shipped,Trucks and Buses,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Small,2191.2
10245,44,69.16,5,01-09-2012 00:26,03-09-2012 02:54,Shipped,Trucks and Buses,New Haven,CT,97823,USA,NA,Murphy,Leslie,Medium,3043.04
10258,20,61.41,2,14-05-2013 00:44,15-05-2013 04:04,Shipped,Trucks and Buses,Minato-ku,Tokyo,106-0032,Japan,Japan,Shimamura,Akiko,Small,1228.2
10270,21,63.35,5,17-10-2013 01:23,18-10-2013 16:55,Shipped,Trucks and Buses,Chatswood,NSW,2067,Australia,APAC,Huxley,Adrian,Small,1330.35
10281,36,77.57,12,21-08-2013 00:46,21-08-2013 05:53,Shipped,Trucks and Buses,Allentown,PA,70267,USA,NA,Yu,Kyung,Small,2792.52
10291,32,71.75,7,02-08-2013 23:20,05-08-2013 14:44,Shipped,Trucks and Buses,Boras,,S-844 67,Sweden,EMEA,Larsson,Maria,Small,2296
10304,36,73.04,2,13-09-2012 01:24,14-09-2012 23:35,Shipped,Trucks and Buses,Versailles,,78000,France,EMEA,Tonini,Daniel,Small,2629.44
10313,34,56.24,10,17-03-2014 00:55,18-03-2014 16:10,Shipped,Trucks and Buses,Vancouver,BC,V3F 2K1,Canada,NA,Tannamuri,Yoshi,Small,1912.16
10324,48,100,4,14-05-2013 01:45,16-05-2013 02:39,Shipped,Trucks and Buses,NYC,NY,10022,USA,NA,Frick,Michael,Large,4800
10333,33,73.69,4,03-03-2014 23:39,05-03-2014 23:03,Shipped,Trucks and Buses,San Francisco,CA,,USA,NA,Murphy,Julie,Small,2431.77
10348,31,100,5,28-10-2015 01:13,28-10-2015 08:14,Shipped,Trucks and Buses,Madrid,,28023,Spain,EMEA,Sommer,Mart¡n,Medium,3100
10358,36,100,2,07-12-2015 01:39,09-12-2015 18:59,Shipped,Trucks and Buses,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium,3600
10370,25,100,3,23-08-2012 23:48,26-08-2012 06:17,Shipped,Trucks and Buses,North Sydney,NSW,2060,Australia,APAC,O'Hara,Anna,Medium,2500
10382,48,100,8,09-05-2015 00:16,10-05-2015 01:21,Shipped,Trucks and Buses,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Medium,4800
10411,27,69.16,5,31-08-2014 01:16,01-09-2014 17:24,Shipped,Trucks and Buses,Montreal,Quebec,H1J 1C3,Canada,NA,Fresnisre,Jean,Small,1867.32
10424,44,61.41,2,21-03-2017 01:03,23-03-2017 20:46,In Process,Trucks and Buses,Madrid,,28034,Spain,EMEA,Freyre,Diego,Small,2702.04
10106,33,72.92,5,11-04-2014 00:35,13-04-2014 14:29,Shipped,Vintage Cars,Bergamo,,24100,Italy,EMEA,Rovelli,Giovanni,Small,2406.36
10120,29,72.23,11,31-01-2013 00:49,31-01-2013 06:45,Shipped,Vintage Cars,Melbourne,Victoria,3004,Australia,APAC,Ferguson,Peter,Small,2094.67
10133,49,57.1,6,27-07-2015 01:37,29-07-2015 23:24,Shipped,Vintage Cars,Madrid,,28034,Spain,EMEA,Freyre,Diego,Small,2797.9
10144,20,81.86,1,05-08-2015 00:57,06-08-2015 14:27,Shipped,Vintage Cars,Charleroi,,B-6000,Belgium,EMEA,Cartrain,Pascale,Small,1637.2
10168,31,73.61,12,28-12-2014 23:23,29-12-2014 11:41,Shipped,Vintage Cars,Burlingame,CA,94217,USA,NA,Hirano,Juri,Small,2281.91
10210,39,59.16,10,22-01-2014 00:28,22-01-2014 06:35,Shipped,Vintage Cars,Osaka,Osaka,530-0003,Japan,Japan,Kentary,Mory,Small,2307.24
10223,20,66.04,12,29-06-2013 00:34,29-06-2013 09:40,Shipped,Vintage Cars,Melbourne,Victoria,3004,Australia,APAC,Ferguson,Peter,Small,1320.8
10235,34,77.73,6,30-10-2012 23:49,31-10-2012 12:32,Shipped,Vintage Cars,Tsawassen,BC,T2F 8M4,Canada,NA,Lincoln,Elizabeth,Small,2642.82
10250,50,61.22,7,24-08-2012 23:18,25-08-2012 20:12,Shipped,Vintage Cars,San Jose,CA,94217,USA,NA,Frick,Sue,Medium,3061
10262,40,79.11,2,06-07-2012 23:41,07-07-2012 02:50,Cancelled,Vintage Cars,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium,3164.4
10275,28,63.97,12,14-09-2012 00:25,15-09-2012 09:40,Shipped,Vintage Cars,Nantes,,44000,France,EMEA,Labrune,Janine,Small,1791.16
10284,50,81.86,4,13-06-2013 00:11,14-06-2013 16:19,Shipped,Vintage Cars,Oslo,,N 0106,Norway,EMEA,Klaeboe,Jan,Medium,4093
10297,28,79.8,7,12-11-2015 01:14,13-11-2015 18:59,Shipped,Vintage Cars,Dublin,,2,Ireland,EMEA,Cassidy,Dean,Small,2234.4
10308,46,66.04,10,17-04-2013 23:39,19-04-2013 17:09,Shipped,Vintage Cars,White Plains,NY,24067,USA,NA,Frick,Steve,Medium,3037.84
10316,24,59.16,2,30-12-2013 00:00,01-01-2014 22:20,Shipped,Vintage Cars,Cowes,Isle of Wight,PO31 7PJ,UK,EMEA,Bennett,Helen,Small,1419.84
10328,24,81.17,5,16-02-2013 01:53,17-02-2013 20:21,Shipped,Vintage Cars,Bergamo,,24100,Italy,EMEA,Rovelli,Giovanni,Small,1948.08
10340,39,59.16,3,23-04-2015 22:50,26-04-2015 13:10,Shipped,Vintage Cars,Barcelona,,8022,Spain,EMEA,Saavedra,Eduardo,Small,2307.24
10353,40,44.51,7,10-01-2015 00:53,12-01-2015 21:38,Shipped,Vintage Cars,Glendale,CT,97561,USA,NA,Lewis,Dan,Small,1780.4
10361,49,72.33,2,27-11-2012 01:28,27-11-2012 13:18,Shipped,Vintage Cars,Chatswood,NSW,2067,Australia,APAC,Huxley,Adrian,Medium,3544.17
10375,44,82.26,4,28-07-2012 01:58,30-07-2012 19:23,Shipped,Vintage Cars,Nantes,,44000,France,EMEA,Labrune,Janine,Medium,3619.44
10388,35,100,8,23-11-2015 22:58,25-11-2015 07:04,Shipped,Vintage Cars,New Bedford,MA,50553,USA,NA,Benitez,Violeta,Medium,3500
10398,22,67.41,4,16-07-2016 00:51,18-07-2016 00:09,Shipped,Vintage Cars,Reims,,51100,France,EMEA,Henriot,Paul,Small,1483.02
10401,62,77.73,6,07-03-2014 23:40,10-03-2014 03:35,On Hold,Vintage Cars,Newark,NJ,94019,USA,NA,Brown,William,Medium,4819.26
10416,26,61.22,7,21-10-2014 22:35,23-10-2014 20:11,Shipped,Vintage Cars,Reggio Emilia,,42100,Italy,EMEA,Moroni,Maurizio,Small,1591.72
10108,31,100,16,25-05-2015 01:24,27-05-2015 18:04,Shipped,Motorcycles,Makati City,,1227 MM,Philippines,Japan,Cruz,Arnold,Medium,3100
10121,25,86.74,3,10-11-2014 23:05,13-11-2014 12:29,Shipped,Motorcycles,Reims,,51100,France,EMEA,Henriot,Paul,Small,2168.5
10135,30,89.8,17,25-10-2014 00:58,25-10-2014 13:30,Shipped,Motorcycles,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Small,2694
10145,27,100,4,12-01-2016 00:01,13-01-2016 20:30,Shipped,Motorcycles,Pasadena,CA,90003,USA,NA,Young,Julie,Medium,2700
10159,23,100,12,16-02-2014 00:54,16-02-2014 20:48,Shipped,Motorcycles,San Francisco,CA,,USA,NA,Brown,Julie,Small,2300
10169,34,100,12,07-03-2013 00:57,09-03-2013 22:33,Shipped,Motorcycles,North Sydney,NSW,2060,Australia,APAC,O'Hara,Anna,Medium,3400
10180,22,100,7,15-11-2012 00:23,15-11-2012 13:41,Shipped,Motorcycles,Lille,,59000,France,EMEA,Rance,Martine,Small,2200
10190,42,85.72,4,17-10-2013 01:12,17-10-2013 21:43,Shipped,Motorcycles,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium,3600.24
10211,37,100,12,06-09-2012 02:05,07-09-2012 06:34,Shipped,Motorcycles,Paris,,75016,France,EMEA,Perrier,Dominique,Medium,3700
10224,30,100,5,24-11-2013 00:52,24-11-2013 13:59,Shipped,Motorcycles,Lille,,59000,France,EMEA,Rance,Martine,Medium,3000
10237,27,100,5,05-10-2016 01:34,05-10-2016 14:02,Shipped,Motorcycles,NYC,NY,10022,USA,NA,Frick,Michael,Medium,2700
10252,25,100,9,06-05-2012 00:39,07-05-2012 16:33,Shipped,Motorcycles,Paris,,75016,France,EMEA,Perrier,Dominique,Small,2500
10264,34,97.97,7,04-01-2014 01:51,05-01-2014 07:48,Shipped,Motorcycles,Boston,MA,51003,USA,NA,Yoshido,Juri,Medium,3330.98
10276,38,100,13,08-10-2014 23:22,09-10-2014 15:35,Shipped,Motorcycles,Brickhaven,MA,58339,USA,NA,Barajas,Miguel,Medium,3800
10285,26,100,4,06-02-2013 00:16,06-02-2013 10:02,Shipped,Motorcycles,Cambridge,MA,51247,USA,NA,Hernandez,Marta,Small,2600
10299,38,100,7,25-02-2014 23:13,27-02-2014 04:22,Shipped,Motorcycles,Helsinki,,21240,Finland,EMEA,Karttunen,Matti,Medium,3800
